BIN,BIN_LEN,INS_CODE,CARD_LEN,ACCT_TYPE,INS_NAME,CARD_NAME,CARD_BRAND
622208,6,0801020000,19,1,工商银行,理财金卡,CUP
622210,6,0801020000,16,3,工商银行,准贷记卡(个普),CUP
622211,6,0801020000,16,3,工商银行,准贷记卡(个普),CUP
622212,6,0801020000,16,3,工商银行,准贷记卡(个普),CUP
622213,6,0801020000,16,3,工商银行,准贷记卡(个普),CUP
622214,6,0801020000,16,3,工商银行,准贷记卡(个普),CUP
622110,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622220,6,0801020000,16,3,工商银行,准贷记卡(商普),CUP
622223,6,0801020000,16,3,工商银行,牡丹卡(商务卡),CUP
622225,6,0801020000,16,3,工商银行,准贷记卡(商金),CUP
622229,6,0801020000,16,3,工商银行,牡丹卡(商务卡),CUP
622230,6,0801020000,16,2,工商银行,贷记卡(个普),CUP
622231,6,0801020000,16,2,工商银行,牡丹卡(个人卡),CUP
622232,6,0801020000,16,2,工商银行,牡丹卡(个人卡),CUP
622233,6,0801020000,16,2,工商银行,牡丹卡(个人卡),CUP
622234,6,0801020000,16,2,工商银行,牡丹卡(个人卡),CUP
622235,6,0801020000,16,2,工商银行,贷记卡(个金),CUP
622237,6,0801020000,16,2,工商银行,牡丹交通卡,CUP
622215,6,0801020000,16,3,工商银行,准贷记卡(个金),CUP
622239,6,0801020000,16,2,工商银行,牡丹交通卡,CUP
622240,6,0801020000,16,2,工商银行,贷记卡(商普),CUP
622245,6,0801020000,16,2,工商银行,贷记卡(商金),CUP
622224,6,0801020000,16,3,工商银行,牡丹卡(商务卡),CUP
622303,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622304,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622306,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622307,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622308,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622309,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622238,6,0801020000,16,2,工商银行,牡丹交通卡,CUP
622314,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622315,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622317,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622302,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622402,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622403,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622404,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622313,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622504,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622505,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622509,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622513,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622517,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622502,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622604,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622605,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622606,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622510,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622703,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622715,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622806,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622902,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622903,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
622706,6,0801020000,18,1,工商银行,牡丹灵通卡,CUP
6666661,7,0801020000,16,1,中国工商银行加拿大分行,借记卡,CUP
6666664,7,0801020000,16,4,中国工商银行加拿大分行,借记卡,CUP
6666663,7,0801020000,15,3,中国工商银行加拿大分行,借记卡,CUP
6666662,7,0801020000,15,2,中国工商银行加拿大分行,借记卡,CUP
6666660,7,0801020000,16,2,中国工商银行加拿大分行,借记卡,CUP
621749,6,0801020124,16,1,中国工商银行加拿大分行,借记卡,UPI
620184,6,0801020124,16,4,中国工商银行加拿大分行,预付卡,UPI
625930,6,0801020124,16,2,工行加拿大,贷记卡,UPI
621300,6,0801020250,16,1,中国工商银行巴黎分行,借记卡,UPI
621378,6,0801020250,16,1,中国工商银行巴黎分行,借记卡,UPI
625114,6,0801020250,16,2,中国工商银行巴黎分行,贷记卡,UPI
622159,6,0801020276,16,2,中国工商银行法兰克福分行,贷记卡,UPI
621720,6,0801020276,19,1,中国工商银行法兰克福分行,借记卡,UPI
625021,6,0801020276,16,2,中国工商银行法兰克福分行,贷记卡,UPI
625022,6,0801020276,16,2,中国工商银行法兰克福分行,贷记卡,UPI
625932,6,0801020276,16,2,工银法兰克福,贷记卡,UPI
621379,6,0801020276,19,1,中国工商银行法兰克福分行,借记卡,UPI
620114,6,0801020276,19,4,中国工商银行法兰克福分行,预付卡,UPI
620146,6,0801020276,19,4,中国工商银行法兰克福分行,预付卡,UPI
622171,6,0801020360,16,2,中国工商银行(印尼),印尼盾复合卡,UPI
621240,6,0801020360,19,1,中国工商银行(印尼),借记卡,UPI
621724,6,0801020360,19,1,中国工商银行印尼分行,借记卡,UPI
625931,6,0801020360,16,2,工银印尼,贷记卡,UPI
621762,6,0801020360,19,1,中国工商银行（印度尼西亚）,借记卡,UPI
625918,6,0801020360,16,2,中国工商银行印尼分行,信用卡,UPI
625113,6,0801020380,16,2,工行米兰,贷记卡,UPI
621371,6,0801020380,16,1,中国工商银行米兰分行,借记卡,UPI
620143,6,0801020380,16,4,中国工商银行米兰分行,预付卡,UPI
601145,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601146,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601147,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601148,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601149,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601174,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60113989,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601178,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
6011399,7,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601186,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601187,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601188,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601189,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60119,5,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
644,3,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
65,2,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
6506,4,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
6507,4,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
6508,4,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601177,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601179,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
6509,4,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
621253,6,0826320446,19,1,澳门商业银行,银联人民币卡,UPI
621254,6,0826320446,19,1,澳门商业银行,银联澳门币卡,UPI
621255,6,0826320446,19,1,澳门商业银行,银联港币卡,UPI
625014,6,0826320446,16,2,澳门商业银行,双币种普卡,UPI
625016,6,0826320446,16,2,澳门商业银行,双币种白金卡,UPI
622549,6,0826330398,16,1,哈萨克斯坦国民储蓄银行,HalykbankClassic,UPI
625141,6,0825180446,16,2,中银信用卡(国际)有限公司,澳门币贷记卡,UPI
625143,6,0825180446,16,2,中银信用卡(国际)有限公司,澳门币贷记卡,UPI
621741,6,0825190344,19,1,中国银行（香港）,接触式晶片借记卡,UPI
623040,6,0825190344,16,1,中国银行（香港）,接触式银联双币预制晶片借记卡,UPI
620202,6,0825190344,16,4,中国银行（香港）,中国银行银联预付卡,UPI
620203,6,0825190344,16,4,中国银行（香港）,中国银行银联预付卡,UPI
621042,6,0825200344,19,1,南洋商业银行,银联港币卡,UPI
625046,6,0825200344,16,2,南洋商业银行,银联双币信用卡,UPI
625044,6,0825200344,16,2,南洋商业银行,银联双币信用卡,UPI
625058,6,0825200344,16,2,南洋商业银行,双币商务卡,UPI
621743,6,0825200344,19,1,南洋商业银行,接触式晶片借记卡,UPI
623041,6,0825200344,16,1,南洋商业银行,接触式银联双币预制晶片借记卡,UPI
620208,6,0825200344,16,4,南洋商业银行,南洋商业银行银联预付卡,UPI
620209,6,0825200344,16,4,南洋商业银行,南洋商业银行银联预付卡,UPI
621043,6,0825210344,19,1,集友银行,银联港币卡,UPI
625048,6,0825210344,16,2,集友银行,银联双币信用卡,UPI
625053,6,0825210344,16,2,集友银行,银联双币信用卡,UPI
625060,6,0825210344,16,2,集友银行,双币商务卡,UPI
621742,6,0825210344,19,1,集友银行,接触式晶片借记卡,UPI
623042,6,0825210344,16,1,集友银行,接触式银联双币预制晶片借记卡,UPI
620206,6,0825210344,16,4,集友银行,集友银行银联预付卡,UPI
620207,6,0825210344,16,4,集友银行,集友银行银联预付卡,UPI
622493,6,0825230344,16,2,AEON信贷财务亚洲有限公司,AEONJUSCO银联卡,UPI
625198,6,0825250446,16,2,大丰银行有限公司,银联双币白金卡,UPI
625196,6,0825250446,16,2,大丰银行有限公司,银联双币金卡,UPI
622547,6,0825250446,19,1,大丰银行有限公司,港币借记卡,UPI
622548,6,0825250446,19,1,大丰银行有限公司,澳门币借记卡,UPI
622546,6,0825250446,19,1,大丰银行有限公司,人民币借记卡,UPI
625147,6,0825250446,16,2,澳门大丰银行,中银银联双币商务卡,UPI
620072,6,0825250446,19,4,大丰银行有限公司,大丰预付卡,UPI
620204,6,0825250446,16,4,大丰银行有限公司,大丰银行预付卡,UPI
620205,6,0825250446,16,4,大丰银行有限公司,大丰银行预付卡,UPI
621064,6,0825260344,16,1,AEON信贷财务亚洲有限公司,AEON银联礼品卡,UPI
622941,6,0825260344,16,1,AEON信贷财务亚洲有限公司,AEON银联礼品卡,UPI
622974,6,0825260344,16,1,AEON信贷财务亚洲有限公司,AEON银联礼品卡,UPI
621084,6,0825270446,16,1,中国建设银行澳门股份有限公司,扣款卡,UPI
622948,6,0825280344,16,1,渣打银行香港有限公司,港币借记卡,UPI
621740,6,0825280344,16,1,渣打银行（香港）,银联标准卡,UPI
622482,6,0825280344,16,2,渣打银行香港有限公司,双币信用卡,UPI
622483,6,0825280344,16,2,渣打银行香港有限公司,双币信用卡,UPI
622484,6,0825280344,16,2,渣打银行香港有限公司,双币信用卡,UPI
620070,6,0825290344,16,4,中国银盛,中国银盛预付卡,UPI
620068,6,0825300344,16,4,中国银盛,中国银盛预付卡,UPI
620107,6,0825330344,16,1,中国建设银行（亚洲）,预付卡,UPI
622495,6,0826040344,16,1,Travelex,Travelex港币卡,UPI
622496,6,0826040344,16,1,Travelex,Travelex美元卡,UPI
620152,6,0826040344,16,4,Travelex,CashPassportCounsumer,UPI
620153,6,0826040344,16,4,Travelex,CashPassportCounsumer,UPI
622433,6,0826070702,16,2,新加坡大华银行,UOBCUPCARD,UPI
622861,6,0826080446,16,1,澳门永亨银行股份有限公司,人民币卡,UPI
622932,6,0826080446,16,1,澳门永亨银行股份有限公司,港币借记卡,UPI
622862,6,0826080446,16,1,澳门永亨银行股份有限公司,澳门币借记卡,UPI
622775,6,0826080446,16,2,澳门永亨银行股份有限公司,澳门币贷记卡,UPI
622785,6,0826080446,16,2,澳门永亨银行股份有限公司,港币贷记卡,UPI
622920,6,0826110392,16,2,日本三井住友卡公司,MITSUISUMITOMOGINREN,UPI
622434,6,0826220446,19,1,澳门国际银行,人民币卡,UPI
622436,6,0826220446,19,1,澳门国际银行,澳门币卡,UPI
622435,6,0826220446,19,1,澳门国际银行,港币卡,UPI
621232,6,0826230446,19,1,大西洋银行股份有限公司,财运卡,UPI
622432,6,0826230446,19,1,大西洋银行股份有限公司,澳门币卡,UPI
621247,6,0826230446,19,1,大西洋银行股份有限公司,财运卡,UPI
60110,5,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601100,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601101,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112,5,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112010,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112011,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112012,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112089,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601121,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601123,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601124,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601125,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601126,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601127,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601128,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
6011290,7,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
6011291,7,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
6011292,7,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
6011293,7,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112013,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
6011295,7,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
601122,6,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
6011297,7,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112980,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112981,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112986,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112987,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112988,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
60112989,8,0826290840,16,2,DiscoverFinancialServices，I,发现卡,DFS
620039,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
620103,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
620106,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
620120,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
620123,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
620125,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
620220,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
620278,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
620812,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
621006,6,0826630410,16,1,BC卡公司,中国通卡,UPI
621011,6,0826630410,16,1,BC卡公司,中国通卡,UPI
621012,6,0826630410,16,1,BC卡公司,中国通卡,UPI
621020,6,0826630410,16,1,BC卡公司,中国通卡,UPI
621023,6,0826630410,16,1,BC卡公司,中国通卡,UPI
621025,6,0826630410,16,1,BC卡公司,中国通卡,UPI
621027,6,0826630410,16,1,BC卡公司,中国通卡,UPI
621031,6,0826630410,16,1,BC卡公司,中国通卡,UPI
620132,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
621039,6,0826630410,16,1,BC卡公司,中国通卡,UPI
621078,6,0826630410,16,1,BC卡公司,中国通卡,UPI
622550,6,0826330398,16,1,哈萨克斯坦国民储蓄银行,HalykbankGolden,UPI
622354,6,0826350764,16,2,BangkokBankPcl,贷记卡,UPI
625017,6,0826470446,16,2,中国工商银行（澳门）,普卡,UPI
625018,6,0826470446,16,2,中国工商银行（澳门）,金卡,UPI
625019,6,0826470446,16,2,中国工商银行（澳门）,白金卡,UPI
621224,6,0826530496,16,1,可汗银行,借记卡,UPI
622954,6,0826530496,16,1,可汗银行,银联蒙图借记卡,UPI
621295,6,0826550704,16,1,越南Vietcombank,借记卡,UPI
625124,6,0826550704,16,2,越南Vietcombank,贷记卡,UPI
625154,6,0826550704,16,2,越南Vietcombank,贷记卡,UPI
621049,6,0826620496,16,1,蒙古郭勒姆特银行,GolomtUnionpay,UPI
622444,6,0826620496,16,2,蒙古郭勒姆特银行,贷记卡,UPI
622414,6,0826620496,16,1,蒙古郭勒姆特银行,借记卡,UPI
620011,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
620027,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
620031,6,0826630410,16,1,BC卡公司,BC-CUPGiftCard,UPI
621526,6,0814473600,19,1,安徽省农村信用社联合社,金农易贷福农卡,CUP
621036,6,0814486400,19,1,海南省农村信用社联合社,大海卡,CUP
621536,6,0814486400,19,1,海南省农村信用社联合社,大海福农卡,CUP
621458,6,0814486400,19,1,海南省农村信用社联合社,金融IC借记卡,CUP
621065,6,0814498500,16,1,青海省农村信用社联合社,紫丁香借记卡,CUP
621517,6,0814498500,16,1,青海省农村信用社联合社,紫丁香福农卡,CUP
628289,6,0814498501,16,2,青海省农村信用社联合社,青海省公务卡,CUP
622477,6,0814505800,19,1,广东省农村信用社联合社,信通卡(银联卡),CUP
622509,6,0814505800,19,1,广东省农村信用社联合社,信通白金卡,CUP
622510,6,0814505800,19,1,广东省农村信用社联合社,信通金卡,CUP
622302,6,0814505800,16,1,广东省农村信用社联合社,信通卡(银联卡),CUP
622362,6,0814505800,19,1,广东省农村信用社联合社,信通卡(银联卡),CUP
621018,6,0814505800,19,1,广东省农村信用社联合社,珠江平安卡,CUP
621518,6,0814505800,19,1,广东省农村信用社联合社,珠江平安福农卡,CUP
622976,6,0814511900,19,1,内蒙古自治区农村信用社联合式,信合金牛卡,CUP
621533,6,0814511900,19,1,内蒙古自治区农村信用社联合式,金牛福农卡,CUP
621362,6,0814511900,19,1,内蒙古自治区农村信用社联合式,白金卡,CUP
621033,6,0814526500,19,1,四川省农村信用社联合社,蜀信卡,CUP
621099,6,0814526500,19,1,四川省农村信用社联合社,蜀信贵宾卡,CUP
621530,6,0814526500,19,1,四川省农村信用社联合社,蜀信福农卡,CUP
621457,6,0814526500,19,1,四川省农村信用社联合社,蜀信卡,CUP
621459,6,0814526500,19,1,四川省农村信用社联合社,蜀信社保卡,CUP
621061,6,0814538200,19,1,甘肃省农村信用社联合社,飞天卡,CUP
621520,6,0814538200,19,1,甘肃省农村信用社联合社,福农卡,CUP
623065,6,0814538200,19,1,甘肃省农村信用社联合社,飞天金融IC借记卡,CUP
628332,6,0814538200,16,2,甘肃省农村信用社联合社,公务卡,CUP
621449,6,0814540001,19,1,辽宁省农村信用社联合社,金信卡,CUP
621026,6,0814542200,19,1,辽宁省农村信用社联合社,金信卡,CUP
621073,6,0814561100,19,1,天津滨海农村商业银行,四海通卡,CUP
621228,6,0814572600,19,1,黑龙江省农村信用社联合社,鹤卡,CUP
621557,6,0814572600,19,1,黑龙江省农村信用社联合社,丰收时贷福农卡,CUP
621361,6,0814595210,19,1,武汉农村商业银行,汉卡,CUP
623033,6,0814595210,19,1,武汉农村商业银行,汉卡,CUP
622891,6,0814603040,19,1,江南农村商业银行,阳湖卡(银联卡),CUP
621363,6,0814603040,19,1,江南农村商业银行,天天红火卡,CUP
621056801,9,0815006518,19,1,大邑交银兴民村镇银行,借记卡,CUP
622995,6,0815015363,16,1,湖北嘉鱼吴江村镇银行,垂虹卡,CUP
6229756114,10,0815024521,19,1,青岛即墨北农商村镇银行,凤凰卡,CUP
6229756115,10,0815025371,19,1,湖北仙桃北农商村镇银行,凤凰卡,CUP
62105913,8,0815033142,16,1,句容茅山村镇银行,暨阳卡,CUP
62105916,8,0815033161,16,1,兴化苏南村镇银行,暨阳卡,CUP
62105915,8,0815036410,16,1,海口苏南村镇银行,暨阳卡,CUP
62105901,8,0815036512,16,1,双流诚民村镇银行,暨阳卡,CUP
62105900,8,0815036753,16,1,宣汉诚民村镇银行,暨阳卡,CUP
621053,6,0815044015,19,1,福建建瓯石狮村镇银行,玉竹卡,CUP
621260002,9,0815055411,19,1,恩施常农商村镇银行,恩施村镇银行借记卡,CUP
621260001,9,0815055416,19,1,咸丰常农商村镇银行,借记卡,CUP
621092003,9,0815083333,19,1,浙江乐清联合村镇银行,联合卡,CUP
621092002,9,0815083351,19,1,浙江嘉善联合村镇银行,联合卡,CUP
621092001,9,0815083362,19,1,浙江长兴联合村镇银行,联合卡,CUP
621230,6,0815103352,19,1,浙江平湖工银村镇银行,金平卡,CUP
621229,6,0815106919,19,1,重庆璧山工银村镇银行,翡翠卡,CUP
621250004,9,0815111027,16,1,北京密云汇丰村镇银行,借记卡,CUP
621250003,9,0815113961,16,1,福建永安汇丰村镇银行,借记卡,CUP
621250001,9,0815115270,16,1,湖北随州曾都汇丰村镇银行,借记卡,CUP
621250005,9,0815115893,16,1,广东恩平汇丰村镇银行,借记卡,CUP
621250002,9,0815116917,16,1,重庆大足汇丰村镇银行有限责任公司,借记卡,CUP
621241001,9,0815123181,19,1,江苏沭阳东吴村镇银行,新苏借记卡,CUP
622218,6,0815136900,16,2,重庆农村商业银行,银联标准贷记卡,CUP
628267,6,0815136900,16,2,重庆农村商业银行,公务卡,CUP
621346003,9,0815142050,19,1,鄂尔多斯市东胜蒙银村镇银行,龙源腾借记卡,CUP
621346002,9,0815142080,19,1,方大村镇银行,胡杨卡神州卡,CUP
621346001,9,0815145840,19,1,深圳龙岗鼎业村镇银行,鼎业卡,CUP
621326763,9,0815156030,18,1,中山小榄村镇银行,菊卡,CUP
621338001,9,0815173120,19,1,江苏邗江民泰村镇银行,金荷花借记卡,CUP
621353008,9,0815181123,19,1,天津静海新华村镇银行,新华卡,CUP
621353002,9,0815183651,19,1,安徽当涂新华村镇银行,新华卡,CUP
621353102,9,0815183651,19,1,安徽当涂新华村镇银行,新华卡,CUP
621353005,9,0815183653,19,1,安徽和县新华村镇银行,新华卡,CUP
621353007,9,0815183687,19,1,望江新华村镇银行,新华卡,CUP
621353003,9,0815183772,19,1,郎溪新华村镇银行,新华卡,CUP
621353103,9,0815183772,19,1,郎溪新华村镇银行,新华卡,CUP
621353001,9,0815185810,19,1,广州番禹新华村镇银行,新华卡,CUP
621353101,9,0815185810,19,1,广州番禹新华村镇银行,新华卡,CUP
621356014,9,0815193320,19,1,宁波镇海中银富登村镇银行,借记卡,CUP
621356013,9,0815193322,19,1,宁海中银富登村镇银行,借记卡,CUP
621356016,9,0815193753,19,1,来安中银富登村镇银行,借记卡,CUP
621356004,9,0815194737,19,1,沂水中银富登村镇银行,借记卡,CUP
621356007,9,0815195284,19,1,谷城中银富登村镇银行,借记卡,CUP
621356009,9,0815195287,19,1,老河口中银富登村镇银行,中银富登村镇银行借记卡,CUP
621356008,9,0815195288,19,1,枣阳中银富登村镇银行,借记卡,CUP
621356002,9,0815195321,19,1,京山中银富登村镇银行,京山富登借记卡,CUP
621356001,9,0815195338,19,1,蕲春中银富登村镇银行,中银富登借记卡,CUP
621356010,9,0815195375,19,1,潜江中银富登村镇银行,中银富登村镇银行借记卡,CUP
621356011,9,0815195379,19,1,监利中银富登村镇银行,借记卡,CUP
621347002,9,0815201000,16,1,北京顺义银座村镇银行,大唐卡,CUP
621347005,9,0815203457,16,1,浙江三门银座村镇银行,大唐卡,CUP
621347003,9,0815204280,16,1,江西赣州银座村镇银行,大唐卡,CUP
621347001,9,0815205840,16,1,深圳福田银座村镇银行,大唐卡,CUP
621347006,9,0815206900,16,1,重庆渝北银座村镇银行,大唐卡,CUP
621347007,9,0815206925,16,1,重庆黔江银座村镇银行,大唐卡,CUP
621350010,9,0815211000,19,1,北京怀柔融兴村镇银行,融兴普惠卡,CUP
621350431,9,0815212411,19,1,榆树融兴村镇银行,融兴普惠卡,CUP
621350451,9,0815212625,19,1,巴彦融兴村镇银行,融兴普惠卡,CUP
621350001,9,0815212629,19,1,延寿融兴村镇银行,融兴普惠卡,CUP
621350013,9,0815212652,19,1,拜泉融兴村镇银行,融兴普惠卡,CUP
621350005,9,0815212723,19,1,桦川融兴村镇银行,融兴普惠卡,CUP
621350009,9,0815213063,19,1,江苏如东融兴村镇银行,融兴普惠卡,CUP
621350004,9,0815214933,19,1,新安融兴村镇银行,融兴普惠卡,CUP
621350006,9,0815215352,19,1,应城融兴村镇银行,融兴普惠卡,CUP
621350007,9,0815215547,19,1,耒阳融兴村镇银行,融兴普惠卡,CUP
621350755,9,0815215840,19,1,深圳宝安融兴村镇银行,融兴普惠卡,CUP
621350017,9,0815216437,19,1,海南保亭融兴村镇银行,融兴普惠卡,CUP
621350018,9,0815216935,19,1,重庆市酋阳融兴村镇银行,融兴普惠卡,CUP
621350943,9,0815218242,19,1,会宁会师村镇银行,会师普惠卡,CUP
621392,6,0815265130,18,1,南阳村镇银行,玉都卡,CUP
621399001,9,0815272900,16,1,上海松江民生村镇银行,借记卡,CUP
621365001,9,0815283315,19,1,浙江建德湖商村镇银行,湖商卡,CUP
621481,6,0815301750,19,1,晋中市榆次融信村镇银行,魏榆卡,CUP
621623001,9,0815335840,19,1,宝生村镇银行,宝生村镇银行一卡通,CUP
621397001,9,0815343116,19,1,江苏大丰江南村镇银行,江南卡,CUP
621627007,9,0815355810,19,1,广州花都稠州村镇银行,义卡借记卡,CUP
621627003,9,0815356900,19,1,重庆北碚稠州村镇银行,义卡,CUP
621627006,9,0815356926,19,1,忠县稠州村镇银行,义卡,CUP
621650002,9,0815386423,19,1,文昌国民村镇银行,赀业卡,CUP
621650001,9,0815386424,19,1,琼海国民村镇银行,椰卡,CUP
62163103,8,0815402220,18,1,大连保税区珠江村镇银行,珠江太阳卡,CUP
62163107,8,0815405150,18,1,信阳珠江村镇银行,珠江太阳卡,CUP
62163101,8,0815405895,18,1,鹤山珠江村镇银行,珠江太阳卡,CUP
621653004,9,0815436900,19,1,重庆南川石银村镇银行,麒麟借记卡,CUP
621653005,9,0815436901,19,1,重庆江津石银村镇银行,麒麟借记卡,CUP
621653006,9,0815438720,19,1,大武口石银村镇银行,麒麟借记卡,CUP
62308299,8,0815446610,19,1,广元贵商村镇银行,利卡,CUP
621355001,9,0815483052,16,1,昆山鹿城村镇银行,鹿城卡,CUP
621396,6,0815514550,16,1,东营莱商村镇银行,绿洲卡,CUP
621676001,9,0815535360,19,1,湖北咸安武农商村镇银行,汉卡,CUP
621676002,9,0815535367,19,1,湖北赤壁武弄商村镇银行,汉卡,CUP
621676003,9,0815535813,19,1,广州增城长江村镇银行,汉卡,CUP
621681001,9,0815572210,18,1,沈阳于洪永安村镇银行,永安卡,CUP
621682101,9,0815584510,19,1,济南长清沪农商村镇银行,借记卡,CUP
621682102,9,0815584513,19,1,济南槐荫沪农商村镇银行,借记卡,CUP
621682106,9,0815584630,19,1,泰安沪农商村镇银行,借记卡,CUP
621682103,9,0815584631,19,1,宁阳沪农商村镇银行,借记卡,CUP
621682105,9,0815584633,19,1,东平沪农商村镇银行,借记卡,CUP
621682110,9,0815584710,19,1,聊城东昌沪农商村镇银行,借记卡,CUP
621682111,9,0815584712,19,1,临清沪农商村镇银行,借记卡,CUP
621682109,9,0815584713,19,1,阳谷沪农商村镇银行,借记卡,CUP
621682108,9,0815584715,19,1,茌平沪农商村镇银行,借记卡,CUP
621682107,9,0815584770,19,1,日照沪农商村镇银行,借记卡,CUP
621682202,9,0815585511,19,1,长沙星沙沪农商村镇银行,借记卡,CUP
621682201,9,0815585514,19,1,宁乡沪农商行村镇银行,借记卡,CUP
